stn;time;vapour_pressure_2m_above [hPa];qpva200h0;mpva200h0;atmospheric_pressure [hPa];qprestah0;mprestah0;evaporation [mm];qeva000hs;meva000hs
MAG;2012113017;4.3;0;0;978.5;4;0;-;-;-
MAG;2012113018;4.7;0;0;979.2;4;0;-;-;-
MAG;2012113019;4.8;0;0;980.1;4;0;-;-;-
MAG;2012113020;5.0;0;0;981.1;4;0;-;-;-
MAG;2012113021;5.1;0;0;982.0;4;0;-;-;-
MAG;2012113022;5.4;0;0;982.5;4;0;-;-;-
MAG;2012113023;5.6;0;0;982.9;4;0;-;-;-
MAG;2012120100;5.6;0;0;983.3;4;0;-;-;-
MAG;2012120101;5.8;0;0;983.5;4;0;-;-;-
MAG;2012120102;6.0;0;0;983.7;4;0;-;-;-
MAG;2012120103;6.2;0;0;983.8;4;0;-;-;-
MAG;2012120104;6.4;0;0;984.0;4;0;-;-;-
MAG;2012120105;6.4;0;0;984.3;4;0;-;-;-
MAG;2012120106;6.3;0;0;984.9;4;0;-;-;-
MAG;2012120107;6.3;0;0;985.4;4;0;-;-;-
MAG;2012120108;6.3;0;0;986.1;4;0;-;-;-
MAG;2012120109;6.3;0;0;986.8;4;0;-;-;-
MAG;2012120110;5.5;0;0;987.2;4;0;-;-;-
MAG;2012120111;5.7;0;0;987.2;4;0;-;-;-
MAG;2012120112;5.6;0;0;987.1;4;0;-;-;-
MAG;2012120113;5.7;0;0;987.0;4;0;-;-;-
MAG;2012120114;5.9;0;0;987.0;4;0;-;-;-
MAG;2012120115;6.4;0;0;987.0;4;0;-;-;-
MAG;2012120116;6.3;0;0;986.9;4;0;-;-;-
MAG;2012120117;6.2;0;0;986.9;4;0;-;-;-
MAG;2012120118;6.0;0;0;987.1;4;0;-;-;-
MAG;2012120119;6.0;0;0;987.4;4;0;-;-;-
MAG;2012120120;6.3;0;0;987.7;4;0;-;-;-
MAG;2012120121;6.4;0;0;987.7;4;0;-;-;-
MAG;2012120122;6.4;0;0;987.6;4;0;-;-;-
MAG;2012120123;6.1;0;0;987.8;4;0;-;-;-
MAG;2012120200;5.9;0;0;987.4;4;0;-;-;-
MAG;2012120201;5.7;0;0;986.9;4;0;-;-;-
MAG;2012120202;5.6;0;0;986.7;4;0;-;-;-
MAG;2012120203;5.5;0;0;986.3;4;0;-;-;-
MAG;2012120204;5.4;0;0;986.0;4;0;-;-;-
MAG;2012120205;5.2;0;0;985.9;4;0;-;-;-
MAG;2012120206;5.0;0;0;985.7;4;0;-;-;-
MAG;2012120207;5.0;0;0;985.3;4;0;-;-;-
MAG;2012120208;5.2;0;0;985.4;4;0;-;-;-
MAG;2012120209;5.7;0;0;985.2;4;0;-;-;-
MAG;2012120210;6.0;0;0;984.5;4;0;-;-;-
MAG;2012120211;5.4;0;0;983.6;4;0;-;-;-
MAG;2012120212;4.7;0;0;982.9;4;0;-;-;-
MAG;2012120213;5.3;0;0;983.0;4;0;-;-;-
MAG;2012120214;3.3;0;0;983.6;4;0;-;-;-
MAG;2012120215;2.4;0;0;984.4;4;0;-;-;-
MAG;2012120216;2.4;0;0;985.2;4;0;-;-;-
MAG;2012120217;2.2;0;0;985.9;4;0;-;-;-
MAG;2012120218;2.3;0;0;986.2;4;0;-;-;-
MAG;2012120219;2.4;0;0;986.7;4;0;-;-;-
MAG;2012120220;2.4;0;0;987.3;4;0;-;-;-
MAG;2012120221;2.6;0;0;987.9;4;0;-;-;-
MAG;2012120222;2.8;0;0;988.7;4;0;-;-;-
MAG;2012120223;3.1;0;0;989.4;4;0;-;-;-
MAG;2012120300;3.3;0;0;989.7;4;0;-;-;-
MAG;2012120301;3.2;0;0;990.1;4;0;-;-;-
MAG;2012120302;3.3;0;0;990.7;4;0;-;-;-
MAG;2012120303;3.2;0;0;991.0;4;0;-;-;-
MAG;2012120304;3.3;0;0;991.4;4;0;-;-;-
MAG;2012120305;3.1;0;0;991.5;4;0;-;-;-
MAG;2012120306;2.9;0;0;991.9;4;0;-;-;-
MAG;2012120307;3.1;0;0;992.2;4;0;-;-;-
MAG;2012120308;2.9;0;0;992.5;4;0;-;-;-
MAG;2012120309;3.5;0;0;992.7;4;0;-;-;-
MAG;2012120310;3.4;0;0;992.5;4;0;-;-;-
MAG;2012120311;3.4;0;0;992.0;4;0;-;-;-
MAG;2012120312;2.7;0;0;991.4;4;0;-;-;-
MAG;2012120313;2.3;0;0;990.6;4;0;-;-;-
MAG;2012120314;3.5;0;0;990.1;4;0;-;-;-
MAG;2012120315;4.2;0;0;989.8;4;0;-;-;-
MAG;2012120316;3.9;0;0;989.8;4;0;-;-;-
MAG;2012120317;4.1;0;0;989.9;4;0;-;-;-
MAG;2012120318;4.9;0;0;989.9;4;0;-;-;-
MAG;2012120319;5.0;0;0;989.4;4;0;-;-;-
MAG;2012120320;4.8;0;0;989.2;4;0;-;-;-
MAG;2012120321;4.9;0;0;988.7;4;0;-;-;-
MAG;2012120322;5.2;0;0;988.5;4;0;-;-;-
MAG;2012120323;5.2;0;0;988.0;4;0;-;-;-
MAG;2012120400;5.3;0;0;987.2;4;0;-;-;-
MAG;2012120401;5.5;0;0;986.2;4;0;-;-;-
MAG;2012120402;5.5;0;0;985.6;4;0;-;-;-
MAG;2012120403;5.5;0;0;984.6;4;0;-;-;-
MAG;2012120404;5.7;0;0;983.9;4;0;-;-;-
MAG;2012120405;5.8;0;0;983.3;4;0;-;-;-
MAG;2012120406;6.0;0;0;983.0;4;0;-;-;-
MAG;2012120407;6.0;0;0;982.0;4;0;-;-;-
MAG;2012120408;6.3;0;0;981.7;4;0;-;-;-
MAG;2012120409;6.3;0;0;981.5;4;0;-;-;-
MAG;2012120410;6.2;0;0;980.8;4;0;-;-;-
MAG;2012120411;6.4;0;0;980.0;4;0;-;-;-
MAG;2012120412;6.0;0;0;978.9;4;0;-;-;-
MAG;2012120413;6.0;0;0;977.9;4;0;-;-;-
MAG;2012120414;5.8;0;0;977.6;4;0;-;-;-
MAG;2012120415;5.9;0;0;978.0;4;0;-;-;-
MAG;2012120416;5.9;0;0;978.8;4;0;-;-;-
MAG;2012120417;5.8;0;0;978.5;4;0;-;-;-
MAG;2012120418;6.0;0;0;979.1;4;0;-;-;-
MAG;2012120419;5.8;0;0;979.7;4;0;-;-;-
MAG;2012120420;5.6;0;0;980.0;4;0;-;-;-
MAG;2012120421;5.5;0;0;979.8;4;0;-;-;-
MAG;2012120422;5.1;0;0;979.5;4;0;-;-;-
MAG;2012120423;5.2;0;0;979.5;4;0;-;-;-
MAG;2012120500;5.1;0;0;979.1;4;0;-;-;-
MAG;2012120501;5.0;0;0;979.0;4;0;-;-;-
MAG;2012120502;5.1;0;0;978.7;4;0;-;-;-
MAG;2012120503;4.9;0;-8;978.0;4;0;-;-;-
MAG;2012120504;4.8;0;0;977.7;4;0;-;-;-
MAG;2012120505;4.8;0;-8;977.8;4;0;-;-;-
MAG;2012120506;4.7;0;0;977.9;4;0;-;-;-
MAG;2012120507;4.8;0;-16;978.3;4;0;-;-;-
MAG;2012120508;4.6;0;-8;978.8;4;0;-;-;-
MAG;2012120509;4.5;0;0;979.0;4;0;-;-;-
MAG;2012120510;4.6;0;0;979.0;4;0;-;-;-
MAG;2012120511;4.4;0;0;978.6;4;0;-;-;-
MAG;2012120512;4.5;0;0;978.1;4;0;-;-;-
MAG;2012120513;4.2;0;0;977.8;4;0;-;-;-
MAG;2012120514;4.1;0;0;977.9;4;0;-;-;-
MAG;2012120515;4.3;0;0;978.5;4;0;-;-;-
MAG;2012120516;3.9;0;0;979.3;4;0;-;-;-
MAG;2012120517;3.8;0;0;980.0;4;0;-;-;-
MAG;2012120518;4.0;0;0;980.7;4;0;-;-;-
MAG;2012120519;3.7;0;0;981.1;4;0;-;-;-
MAG;2012120520;3.7;0;0;981.4;4;0;-;-;-
MAG;2012120521;3.9;0;0;981.7;4;0;-;-;-
MAG;2012120522;3.7;0;0;981.9;4;0;-;-;-
MAG;2012120523;4.0;0;0;982.3;4;0;-;-;-
MAG;2012120600;3.9;0;0;982.2;4;0;-;-;-
MAG;2012120601;3.7;0;0;982.3;4;0;-;-;-
MAG;2012120602;3.9;0;0;982.6;4;0;-;-;-
MAG;2012120603;4.1;0;0;983.0;4;0;-;-;-
MAG;2012120604;4.4;0;0;983.5;4;0;-;-;-
MAG;2012120605;4.3;0;0;984.4;4;0;-;-;-
MAG;2012120606;4.3;0;0;985.0;4;0;-;-;-
MAG;2012120607;4.1;0;0;985.7;4;0;-;-;-
MAG;2012120608;4.2;0;0;986.4;4;0;-;-;-
MAG;2012120609;4.5;0;0;987.1;4;0;-;-;-
MAG;2012120610;4.5;0;0;987.5;4;0;-;-;-
MAG;2012120611;3.9;0;0;987.3;4;0;-;-;-
MAG;2012120612;2.3;0;0;987.3;4;0;-;-;-
MAG;2012120613;2.1;0;0;987.6;4;0;-;-;-
MAG;2012120614;2.1;0;0;988.0;4;0;-;-;-
MAG;2012120615;2.0;0;0;988.5;4;0;-;-;-
MAG;2012120616;2.3;0;0;988.8;4;0;-;-;-
MAG;2012120617;2.6;0;0;989.1;4;0;-;-;-
MAG;2012120618;2.5;0;0;989.7;4;0;-;-;-
MAG;2012120619;2.5;0;0;990.0;4;0;-;-;-
MAG;2012120620;2.4;0;0;990.4;4;0;-;-;-
MAG;2012120621;2.5;0;0;991.0;4;0;-;-;-
MAG;2012120622;2.4;0;0;991.1;4;0;-;-;-
MAG;2012120623;2.5;0;0;990.8;4;0;-;-;-
MAG;2012120700;2.5;0;0;990.8;4;0;-;-;-
MAG;2012120701;2.5;0;0;990.8;4;0;-;-;-
MAG;2012120702;2.7;0;0;990.6;4;0;-;-;-
MAG;2012120703;2.8;0;0;990.4;4;0;-;-;-
MAG;2012120704;2.9;0;0;990.2;4;0;-;-;-
MAG;2012120705;2.9;0;0;990.1;4;0;-;-;-
MAG;2012120706;3.0;0;0;989.9;4;0;-;-;-
MAG;2012120707;3.4;0;0;989.6;4;0;-;-;-
MAG;2012120708;3.8;0;0;989.5;4;0;-;-;-
MAG;2012120709;3.4;0;0;988.9;4;0;-;-;-
MAG;2012120710;3.2;0;0;988.0;4;0;-;-;-
MAG;2012120711;3.1;0;0;987.1;4;0;-;-;-
MAG;2012120712;3.6;0;0;986.5;4;0;-;-;-
MAG;2012120713;4.7;0;0;985.8;4;0;-;-;-
MAG;2012120714;5.4;0;0;985.1;4;0;-;-;-
MAG;2012120715;5.6;0;0;984.1;4;0;-;-;-
MAG;2012120716;5.5;0;0;983.3;4;0;-;-;-
MAG;2012120717;5.4;0;0;983.0;4;0;-;-;-
MAG;2012120718;5.3;0;0;982.9;4;0;-;-;-
MAG;2012120719;5.0;0;0;982.4;4;0;-;-;-
MAG;2012120720;4.5;0;0;982.4;4;0;-;-;-
MAG;2012120721;4.4;0;0;982.3;4;0;-;-;-
MAG;2012120722;4.1;0;0;982.1;4;0;-;-;-
MAG;2012120723;4.1;0;0;982.1;4;0;-;-;-
MAG;2012120800;3.9;0;0;981.9;4;0;-;-;-
MAG;2012120801;3.9;0;0;981.8;4;0;-;-;-
MAG;2012120802;3.7;0;0;981.5;4;0;-;-;-
MAG;2012120803;3.7;0;0;980.9;4;0;-;-;-
MAG;2012120804;3.7;0;0;980.6;4;0;-;-;-
MAG;2012120805;3.8;0;0;980.5;4;0;-;-;-
MAG;2012120806;3.8;0;0;980.6;4;0;-;-;-
MAG;2012120807;3.7;0;0;980.9;4;0;-;-;-
MAG;2012120808;3.9;0;0;981.4;4;0;-;-;-
MAG;2012120809;4.2;0;0;982.1;4;0;-;-;-
MAG;2012120810;4.2;0;0;982.7;4;0;-;-;-
MAG;2012120811;2.9;0;0;982.9;4;0;-;-;-
MAG;2012120812;2.7;0;0;983.6;4;0;-;-;-
MAG;2012120813;2.4;0;0;984.5;4;0;-;-;-
MAG;2012120814;2.1;0;0;985.6;4;0;-;-;-
MAG;2012120815;1.9;0;0;986.4;4;0;-;-;-
MAG;2012120816;1.9;0;0;987.5;4;0;-;-;-
MAG;2012120817;1.8;0;0;988.9;4;0;-;-;-
MAG;2012120818;1.8;0;0;990.5;4;0;-;-;-
MAG;2012120819;1.7;0;0;991.5;4;0;-;-;-
MAG;2012120820;1.7;0;0;992.5;4;0;-;-;-
MAG;2012120821;1.6;0;0;993.5;4;0;-;-;-
MAG;2012120822;1.6;0;0;993.8;4;0;-;-;-
MAG;2012120823;1.4;0;0;994.0;4;0;-;-;-
MAG;2012120900;1.5;0;0;994.1;4;0;-;-;-
MAG;2012120901;1.6;0;0;994.6;4;0;-;-;-
MAG;2012120902;1.6;0;0;994.8;4;0;-;-;-
MAG;2012120903;1.9;0;0;994.8;4;0;-;-;-
MAG;2012120904;2.3;0;0;995.1;4;0;-;-;-
MAG;2012120905;2.7;0;0;995.3;4;0;-;-;-
MAG;2012120906;3.2;0;-8;995.6;4;0;-;-;-
MAG;2012120907;3.4;0;0;995.7;4;0;-;-;-
MAG;2012120908;3.4;0;0;996.0;4;0;-;-;-
MAG;2012120909;3.6;0;0;996.1;4;0;-;-;-
MAG;2012120910;3.2;0;0;995.8;4;0;-;-;-
MAG;2012120911;2.7;0;0;995.1;4;0;-;-;-
MAG;2012120912;2.3;0;0;994.2;4;0;-;-;-
MAG;2012120913;2.5;0;0;993.4;4;0;-;-;-
MAG;2012120914;3.1;0;0;992.9;4;0;-;-;-
MAG;2012120915;3.8;0;-16;992.8;4;0;-;-;-
MAG;2012120916;4.2;0;-8;992.7;4;0;-;-;-
MAG;2012120917;4.5;0;-41;992.8;4;0;-;-;-
MAG;2012120918;4.2;0;-25;992.3;4;0;-;-;-
MAG;2012120919;3.9;0;-16;991.8;4;0;-;-;-
MAG;2012120920;3.8;0;-16;991.5;4;0;-;-;-
MAG;2012120921;4.0;0;-8;991.0;4;0;-;-;-
MAG;2012120922;4.0;0;0;990.4;4;0;-;-;-
MAG;2012120923;4.0;0;0;989.8;4;0;-;-;-
MAG;2012121000;4.0;0;0;988.9;4;0;-;-;-
MAG;2012121001;3.9;0;0;988.3;4;0;-;-;-
MAG;2012121002;3.8;0;0;987.6;4;0;-;-;-
MAG;2012121003;3.9;0;0;986.8;4;0;-;-;-
MAG;2012121004;4.0;0;0;985.9;4;0;-;-;-
MAG;2012121005;4.0;0;0;985.5;4;0;-;-;-
MAG;2012121006;3.9;0;0;984.9;4;0;-;-;-
MAG;2012121007;4.1;0;0;984.8;4;0;-;-;-
MAG;2012121008;4.2;0;0;984.6;4;0;-;-;-
MAG;2012121009;4.8;0;0;984.5;4;0;-;-;-
MAG;2012121010;5.7;0;0;984.0;4;0;-;-;-
MAG;2012121011;4.5;0;0;983.7;4;0;-;-;-
MAG;2012121012;4.5;0;0;983.9;4;0;-;-;-
MAG;2012121013;4.2;0;0;983.9;4;0;-;-;-
MAG;2012121014;3.9;0;0;984.0;4;0;-;-;-
MAG;2012121015;3.6;0;0;984.5;4;0;-;-;-
MAG;2012121016;3.8;0;0;985.3;4;0;-;-;-
MAG;2012121017;4.1;0;0;985.9;4;0;-;-;-
MAG;2012121018;4.3;0;0;986.6;4;0;-;-;-
MAG;2012121019;4.7;0;0;987.4;4;0;-;-;-
MAG;2012121020;4.9;0;0;988.2;4;0;-;-;-
MAG;2012121021;4.8;0;0;988.6;4;0;-;-;-
MAG;2012121022;4.7;0;0;988.7;4;0;-;-;-
MAG;2012121023;4.5;0;0;988.6;4;0;-;-;-
MAG;2012121100;4.7;0;-25;988.5;4;0;-;-;-
MAG;2012121101;4.4;0;0;988.5;4;0;-;-;-
MAG;2012121102;4.3;0;-8;988.3;4;0;-;-;-
MAG;2012121103;4.1;0;0;988.0;4;0;-;-;-
MAG;2012121104;4.2;0;0;988.3;4;0;-;-;-
MAG;2012121105;4.0;0;0;988.7;4;0;-;-;-
MAG;2012121106;4.0;0;0;988.8;4;0;-;-;-
MAG;2012121107;4.0;0;0;989.2;4;0;-;-;-
MAG;2012121108;4.1;0;0;989.4;4;0;-;-;-
MAG;2012121109;4.5;0;-8;989.5;4;0;-;-;-
MAG;2012121110;3.6;0;0;989.5;4;0;-;-;-
MAG;2012121111;2.2;0;0;989.4;4;0;-;-;-
MAG;2012121112;1.9;0;0;990.0;4;0;-;-;-
MAG;2012121113;1.9;0;0;990.9;4;0;-;-;-
MAG;2012121114;1.8;0;0;991.9;4;0;-;-;-
MAG;2012121115;1.9;0;0;992.9;4;0;-;-;-
MAG;2012121116;2.0;0;0;993.9;4;0;-;-;-
MAG;2012121117;2.0;0;0;994.6;4;0;-;-;-
MAG;2012121118;2.1;0;0;995.2;4;0;-;-;-
MAG;2012121119;2.3;0;0;995.4;4;0;-;-;-
MAG;2012121120;2.3;0;0;995.7;4;0;-;-;-
MAG;2012121121;2.4;0;0;995.8;4;0;-;-;-
MAG;2012121122;2.3;0;0;996.1;4;0;-;-;-
MAG;2012121123;2.3;0;0;996.3;4;0;-;-;-
MAG;2012121200;2.3;0;0;996.3;4;0;-;-;-
MAG;2012121201;2.2;0;0;996.1;4;0;-;-;-
MAG;2012121202;2.3;0;0;996.0;4;0;-;-;-
MAG;2012121203;2.2;0;0;995.9;4;0;-;-;-
MAG;2012121204;2.4;0;0;995.8;4;0;-;-;-
MAG;2012121205;2.7;0;0;996.0;4;0;-;-;-
MAG;2012121206;2.7;0;0;996.1;4;0;-;-;-
MAG;2012121207;2.6;0;0;996.5;4;0;-;-;-
MAG;2012121208;2.6;0;0;996.8;4;0;-;-;-
MAG;2012121209;2.9;0;0;997.1;4;0;-;-;-
MAG;2012121210;2.4;0;0;997.2;4;0;-;-;-
MAG;2012121211;2.0;0;0;996.7;4;0;-;-;-
MAG;2012121212;2.0;0;0;996.0;4;0;-;-;-
MAG;2012121213;2.0;0;0;995.4;4;0;-;-;-
MAG;2012121214;2.5;0;0;995.3;4;0;-;-;-
MAG;2012121215;3.3;0;0;995.4;4;0;-;-;-
MAG;2012121216;3.3;0;0;995.9;4;0;-;-;-
MAG;2012121217;3.3;0;0;996.4;4;0;-;-;-
MAG;2012121218;3.3;0;0;996.7;4;0;-;-;-
MAG;2012121219;3.5;0;0;997.1;4;0;-;-;-
MAG;2012121220;3.3;0;0;997.4;4;0;-;-;-
MAG;2012121221;3.3;0;0;997.7;4;0;-;-;-
MAG;2012121222;3.3;0;0;998.1;4;0;-;-;-
MAG;2012121223;3.2;0;0;998.5;4;0;-;-;-
MAG;2012121300;3.2;0;0;998.5;4;0;-;-;-
MAG;2012121301;3.2;0;0;998.5;4;0;-;-;-
MAG;2012121302;3.1;0;0;998.4;4;0;-;-;-
MAG;2012121303;3.3;0;-8;998.1;4;0;-;-;-
MAG;2012121304;3.5;0;-8;997.9;4;0;-;-;-
MAG;2012121305;3.4;0;-16;997.8;4;0;-;-;-
MAG;2012121306;3.6;0;-16;997.8;4;0;-;-;-
MAG;2012121307;3.7;0;-8;997.9;4;0;-;-;-
MAG;2012121308;3.7;0;-16;998.3;4;0;-;-;-
MAG;2012121309;3.9;0;-25;998.6;4;0;-;-;-
MAG;2012121310;3.4;0;0;998.6;4;0;-;-;-
MAG;2012121311;3.2;0;0;997.9;4;0;-;-;-
MAG;2012121312;2.9;0;0;997.4;4;0;-;-;-
MAG;2012121313;3.0;0;0;996.9;4;0;-;-;-
MAG;2012121314;3.2;0;0;996.7;4;0;-;-;-
MAG;2012121315;3.9;0;0;996.8;4;0;-;-;-
MAG;2012121316;4.2;0;0;996.7;4;0;-;-;-
MAG;2012121317;4.5;0;-33;997.0;4;0;-;-;-
MAG;2012121318;4.4;0;-33;997.1;4;0;-;-;-
MAG;2012121319;4.2;0;0;997.2;4;0;-;-;-
MAG;2012121320;4.1;0;0;997.5;4;0;-;-;-
MAG;2012121321;3.6;0;0;997.6;4;0;-;-;-
MAG;2012121322;3.8;0;0;997.7;4;0;-;-;-
MAG;2012121323;4.2;0;0;997.6;4;0;-;-;-
MAG;2012121400;5.0;0;0;997.3;4;0;-;-;-
MAG;2012121401;5.3;0;0;997.3;4;0;-;-;-
MAG;2012121402;5.3;0;0;997.1;4;0;-;-;-
MAG;2012121403;5.3;0;0;996.5;4;0;-;-;-
MAG;2012121404;5.3;0;0;996.0;4;0;-;-;-
MAG;2012121405;5.3;0;0;996.0;4;0;-;-;-
MAG;2012121406;5.3;0;0;995.8;4;0;-;-;-
MAG;2012121407;5.3;0;0;995.7;4;0;-;-;-
MAG;2012121408;5.3;0;0;996.0;4;0;-;-;-
MAG;2012121409;5.4;0;0;996.1;4;0;-;-;-
MAG;2012121410;5.5;0;0;996.1;4;0;-;-;-
MAG;2012121411;5.5;0;0;995.6;4;0;-;-;-
MAG;2012121412;5.6;0;0;995.5;4;0;-;-;-
MAG;2012121413;5.7;0;0;994.6;4;0;-;-;-
MAG;2012121414;5.7;0;0;994.1;4;0;-;-;-
MAG;2012121415;5.7;0;0;993.9;4;0;-;-;-
MAG;2012121416;5.7;0;0;993.8;4;0;-;-;-
MAG;2012121417;5.8;0;0;993.8;4;0;-;-;-
MAG;2012121418;5.8;0;0;993.7;4;0;-;-;-
MAG;2012121419;5.9;0;0;993.4;4;0;-;-;-
MAG;2012121420;5.9;0;0;993.1;4;0;-;-;-
MAG;2012121421;5.9;0;0;992.8;4;0;-;-;-
MAG;2012121422;6.0;0;0;992.5;4;0;-;-;-
MAG;2012121423;6.0;0;0;992.1;4;0;-;-;-
MAG;2012121500;6.0;0;0;991.2;4;0;-;-;-
MAG;2012121501;6.1;0;0;990.7;4;0;-;-;-
MAG;2012121502;6.0;0;0;990.5;4;0;-;-;-
MAG;2012121503;6.0;0;0;989.8;4;0;-;-;-
MAG;2012121504;6.0;0;0;989.6;4;0;-;-;-
MAG;2012121505;6.0;0;0;989.1;4;0;-;-;-
MAG;2012121506;6.0;0;0;989.3;4;0;-;-;-
MAG;2012121507;6.1;0;0;989.4;4;0;-;-;-
MAG;2012121508;6.1;0;0;989.4;4;0;-;-;-
MAG;2012121509;6.2;0;0;989.2;4;0;-;-;-
MAG;2012121510;6.2;0;0;989.2;4;0;-;-;-
MAG;2012121511;6.3;0;0;988.6;4;0;-;-;-
MAG;2012121512;6.5;0;0;987.7;4;0;-;-;-
MAG;2012121513;6.5;0;0;987.9;4;0;-;-;-
MAG;2012121514;6.3;0;0;988.1;4;0;-;-;-
MAG;2012121515;5.9;0;0;988.5;4;0;-;-;-
MAG;2012121516;5.7;0;0;988.6;4;0;-;-;-
MAG;2012121517;5.3;0;0;989.3;4;0;-;-;-
MAG;2012121518;4.8;0;0;989.5;4;0;-;-;-
MAG;2012121519;4.8;0;0;989.4;4;0;-;-;-
MAG;2012121520;4.5;0;0;989.9;4;0;-;-;-
MAG;2012121521;4.3;0;0;989.8;4;0;-;-;-
MAG;2012121522;4.1;0;0;990.2;4;0;-;-;-
MAG;2012121523;4.2;0;0;990.4;4;0;-;-;-
MAG;2012121600;4.0;0;0;990.7;4;0;-;-;-
MAG;2012121601;4.2;0;0;990.5;4;0;-;-;-
MAG;2012121602;4.2;0;0;990.8;4;0;-;-;-
MAG;2012121603;4.8;0;0;990.0;4;0;-;-;-
MAG;2012121604;4.3;0;0;990.1;4;0;-;-;-
MAG;2012121605;4.5;0;0;990.2;4;0;-;-;-
MAG;2012121606;4.1;0;0;990.5;4;0;-;-;-
MAG;2012121607;4.1;0;0;990.7;4;0;-;-;-
MAG;2012121608;4.1;0;0;990.8;4;0;-;-;-
MAG;2012121609;4.3;0;0;991.2;4;0;-;-;-
MAG;2012121610;4.9;0;0;991.0;4;0;-;-;-
MAG;2012121611;5.7;0;0;990.5;4;0;-;-;-
MAG;2012121612;6.5;0;0;990.1;4;0;-;-;-
MAG;2012121613;6.6;0;0;989.3;4;0;-;-;-
MAG;2012121614;6.4;0;0;988.9;4;0;-;-;-
MAG;2012121615;6.0;0;0;989.1;4;0;-;-;-
MAG;2012121616;5.5;0;0;989.2;4;0;-;-;-
MAG;2012121617;5.1;0;0;989.5;4;0;-;-;-
MAG;2012121618;4.8;0;0;989.2;4;0;-;-;-
MAG;2012121619;4.7;0;0;989.3;4;0;-;-;-
MAG;2012121620;4.3;0;0;989.0;4;0;-;-;-
MAG;2012121621;4.7;0;0;989.3;4;0;-;-;-
MAG;2012121622;4.7;0;0;988.8;4;0;-;-;-
MAG;2012121623;5.0;0;0;988.6;4;0;-;-;-
MAG;2012121700;5.2;0;0;987.9;4;0;-;-;-
MAG;2012121701;5.1;0;0;988.1;4;0;-;-;-
MAG;2012121702;5.3;0;0;988.1;4;0;-;-;-
MAG;2012121703;5.6;0;0;988.1;4;0;-;-;-
MAG;2012121704;6.1;0;0;987.7;4;0;-;-;-
MAG;2012121705;6.1;0;0;987.6;4;0;-;-;-
MAG;2012121706;6.2;0;0;987.8;4;0;-;-;-
MAG;2012121707;6.3;0;0;988.3;4;0;-;-;-
MAG;2012121708;6.3;0;0;988.7;4;0;-;-;-
MAG;2012121709;6.4;0;0;988.7;4;0;-;-;-
MAG;2012121710;6.4;0;0;988.4;4;0;-;-;-
MAG;2012121711;6.5;0;0;987.8;4;0;-;-;-
MAG;2012121712;6.5;0;0;987.0;4;0;-;-;-
MAG;2012121713;6.5;0;0;986.6;4;0;-;-;-
MAG;2012121714;6.5;0;0;986.3;4;0;-;-;-
MAG;2012121715;6.5;0;0;986.5;4;0;-;-;-
MAG;2012121716;6.4;0;0;986.9;4;0;-;-;-
MAG;2012121717;6.4;0;0;987.3;4;0;-;-;-
MAG;2012121718;6.4;0;0;987.6;4;0;-;-;-
MAG;2012121719;6.3;0;0;987.5;4;0;-;-;-
MAG;2012121720;6.2;0;0;987.7;4;0;-;-;-
MAG;2012121721;6.1;0;0;987.7;4;0;-;-;-
MAG;2012121722;6.1;0;0;987.6;4;0;-;-;-
MAG;2012121723;6.0;0;0;987.9;4;0;-;-;-
MAG;2012121800;5.9;0;0;987.5;4;0;-;-;-
MAG;2012121801;5.7;0;0;987.5;4;0;-;-;-
MAG;2012121802;5.3;0;0;987.2;4;0;-;-;-
MAG;2012121803;5.1;0;0;987.0;4;0;-;-;-
MAG;2012121804;4.8;0;0;987.3;4;0;-;-;-
MAG;2012121805;4.8;0;0;987.0;4;0;-;-;-
MAG;2012121806;4.8;0;0;987.8;4;0;-;-;-
MAG;2012121807;4.6;0;0;988.2;4;0;-;-;-
MAG;2012121808;4.7;0;0;988.7;4;0;-;-;-
MAG;2012121809;4.8;0;0;988.8;4;0;-;-;-
MAG;2012121810;5.3;0;0;988.6;4;0;-;-;-
MAG;2012121811;5.6;0;0;988.1;4;0;-;-;-
MAG;2012121812;5.9;0;-8;987.5;4;0;-;-;-
MAG;2012121813;5.8;0;-8;987.2;4;0;-;-;-
MAG;2012121814;5.8;0;0;987.4;4;0;-;-;-
MAG;2012121815;6.0;0;-8;987.9;4;0;-;-;-
MAG;2012121816;5.8;0;0;988.7;4;0;-;-;-
MAG;2012121817;6.1;0;0;989.9;4;0;-;-;-
MAG;2012121818;6.2;0;0;990.6;4;0;-;-;-
MAG;2012121819;6.0;0;0;991.4;4;0;-;-;-
MAG;2012121820;5.8;0;-8;991.8;4;0;-;-;-
MAG;2012121821;5.4;0;0;992.1;4;0;-;-;-
MAG;2012121822;5.1;0;0;992.6;4;0;-;-;-
MAG;2012121823;4.9;0;0;992.9;4;0;-;-;-
MAG;2012121900;4.9;0;0;993.1;4;0;-;-;-
MAG;2012121901;5.0;0;0;993.3;4;0;-;-;-
MAG;2012121902;4.8;0;0;993.5;4;0;-;-;-
MAG;2012121903;4.5;0;0;993.8;4;0;-;-;-
MAG;2012121904;4.5;0;0;994.1;4;0;-;-;-
MAG;2012121905;4.3;0;0;994.5;4;0;-;-;-
MAG;2012121906;4.4;0;0;995.2;4;0;-;-;-
MAG;2012121907;4.2;0;0;996.2;4;0;-;-;-
MAG;2012121908;4.3;0;0;997.0;4;0;-;-;-
